,CO_PPM,humidity,temperature,timestamp
-MvoVPZ8mG2pRR2iuHXf,4.59794,,,1644779643.0
-MvoVRfUikRKFnMVIATA,6.00434,47.0,22.4,1644779652.0
-MvoVU6cBrFWOZLne96x,6.50172,47.0,22.3,1644779662.0
-MvoVWYtUjd9kxY_Zn7g,6.62931,47.0,22.5,1644779672.0
-MvoVZ-eKvL3NCRMe4NN,6.81228,49.0,23.5,1644779682.0
-MvoVaRUcfLXottggp3J,6.8788800000000005,47.0,24.6,1644779692.0
-MvoVcsiqZ8k-sjTQUNV,6.66809,47.0,26.4,1644779702.0
-MvoVfOQVGI-9lpQkXgS,6.64222,50.0,32.3,1644779713.0
-MvoVhlB1CvMFmSADBvk,6.83884,43.0,33.9,1644779723.0
-MvoVkCZ-JkOtGW5ZefI,6.9057,37.0,40.9,1644779733.0
-MvoVmdqIuBGCpg69_VW,6.93263,30.0,45.9,1644779743.0
-MvoVp56kT9G8i4bCikj,6.93263,26.0,46.1,1644779753.0
-MvoVrXGWCRzf4r9fFcW,6.93263,24.0,45.8,1644779763.0
-MvoVu3X924i-hJoGgem,6.4139100000000004,22.0,44.1,1644779773.0
-MvoVwQ66t66PSxdSnBZ,6.97323,24.0,42.0,1644779783.0
-MvoVyr9ZgpfipT2QNDh,6.93263,27.0,36.5,1644779793.0
-MvoW0IY6FAl8S-QjK09,7.04145,38.0,34.9,1644779803.0
-MvoW2jge3mB53r-z-S0,7.11035,45.0,33.4,1644779813.0
-MvoW5AvUXkkYpibQhDZ,7.17994,52.0,32.2,1644779823.0
-MvoW7unEbzIqW7ygpax,6.75948,55.0,34.2,1644779833.0
-MvoWA3K0HezZUQjInA3,7.0827,59.0,33.5,1644779843.0
-MvoWCVaaM1o4jLDrArF,7.05517,61.0,33.0,1644779853.0
-MvoWEwuTGAfiKuQF0QI,7.17994,65.0,32.5,1644779863.0
-MvoWHODLDWJgbEL915L,6.68107,67.0,32.1,1644779873.0
-MvoWJpdcUdjk9gzQDAH,7.11035,69.0,31.8,1644779883.0
-MvoWMJdF1y6sq09IILM,6.74635,57.0,31.3,1644779893.0
-MvoWOhvFf_3C3VrTnjP,7.15202,48.0,30.6,1644779903.0
-MvoWR9Ls0qOzqYnKgQd,7.11035,45.0,29.9,1644779913.0
-MvoWTa_45MSUN0qY-Lk,7.16597,42.0,29.4,1644779923.0
-MvoWW1h6uY6j3ZoebUa,7.00044,40.0,28.8,1644779933.0
-MvoWYU-oPRtIoHfqqTT,7.19395,39.0,28.4,1644779943.0
-MvoWa0ZV4kipi7xfnm0,6.79904,39.0,27.9,1644779953.0
-MvoWcMULjV2z-G8prOU,7.1381,39.0,27.4,1644779963.0
-MvoWenlXxC4mLP6Z7DZ,7.1381,39.0,27.0,1644779973.0
-MvoWhF2a8EvKCyEuNcZ,7.1381,39.0,26.5,1644779983.0
-MvoWjgHlsT1gtfmy3aU,6.94614,39.0,26.2,1644779993.0
-MvoWm7ZEqZCIdxhOdJ9,7.16597,39.0,25.8,1644780003.0
-MvoWos97re4CMvKTD-y,6.9057,39.0,25.4,1644780013.0
-MvoWr07_b1ZPw4AFiiN,7.15202,39.0,25.1,1644780023.0
-MvoWtSNI5BrndwIIkAU,7.32124,39.0,24.8,1644780033.0
-MvoWvtdKUokCHlSq8AV,7.20798,39.0,24.6,1644780043.0
-MvoWyKqa_KMGTrVpGT4,7.04145,40.0,24.4,1644780053.0
-MvoX-mFi8YWm-dpw4Eq,7.23612,40.0,24.2,1644780063.0
-MvoX2GFK4DRuvmQuzlP,6.64222,40.0,24.0,1644780073.0
-MvoX4efXVo7aTgG6OT9,7.1381,41.0,23.8,1644780083.0
-MvoX762D3eblJPqfNmX,7.15202,41.0,23.7,1644780093.0
-MvoX9YFPBzupg-pgRah,7.22203,42.0,23.5,1644780103.0
-MvoXBzQbZYdmnQeYu6r,6.94614,42.0,23.7,1644780113.0
-MvoXEQkFpyv1iXC-hRv,6.93263,43.0,24.0,1644780123.0
-MvoXGy4D_1cBctFp3hF,6.75948,44.0,24.6,1644780133.0
-MvoXJJKnBUjWlyqeolX,6.9596800000000005,43.0,25.2,1644780142.0
-MvoXLkg0GrU127nDBCs,7.09652,43.0,25.8,1644780152.0
-MvoXOBoIBw2IPl_3hmx,7.0827,42.0,26.3,1644780162.0
-MvoXQd6mZ_rf42ePKZF,6.89228,42.0,26.7,1644780172.0
-MvoXT4ILHRjU2I7sbBn,7.09652,41.0,27.0,1644780182.0
-MvoXVW_UAqJtgq0s5zI,7.0827,42.0,27.4,1644780192.0
-MvoXYHlY_5rmzv1DWVU,6.64222,41.0,27.7,1644780203.0
-MvoX_P3RVZ7qJFdCu7W,7.06892,40.0,27.9,1644780213.0
-MvoXbqOT9cxnxl7AEpA,7.09652,38.0,28.0,1644780223.0
-MvoXeHXwAwAfJu8R-Nb,6.77264,38.0,28.2,1644780233.0
-MvoXgit_YR66fDOZ0bs,6.78583,38.0,28.4,1644780243.0
-MvoXjAC8TrzTkpktIjk,7.1381,38.0,28.6,1644780253.0
-MvoXlgcVwX91xcP3z7N,6.85215,37.0,28.8,1644780263.0
-MvoXo2ebIe11HkLBVgj,7.04145,55.0,41.4,1644780273.0
-MvoXqVxRkwR6fLcviGz,7.02775,35.0,51.9,1644780283.0
-MvoXswA_sn-1PPAeBEf,7.22203,28.0,52.3,1644780293.0
-MvoXvNOaoqkmHinvJSF,7.20798,24.0,50.0,1644780303.0
-MvoXxoqTmOAXmae9wQV,7.16597,26.0,47.2,1644780313.0
-MvoY-JgK0oBQRv1q9Gw,6.81228,27.0,43.3,1644780323.0
-MvoY1hJ56aOywr9X7Tr,6.9596800000000005,32.0,40.3,1644780333.0
-MvoY48YZOaIM9nxpxx6,7.06892,39.0,34.9,1644780343.0
-MvoY6_hVxUDMQrUu-fe,6.72016,41.0,33.0,1644780353.0
-MvoY911Xs7w7xZUf1Cd,7.05517,45.0,34.4,1644780363.0
-MvoYBTLFKmCJNhdoJSA,7.00044,48.0,33.2,1644780373.0
-MvoYEF0dlmatJu7O6iX,6.6035900000000005,51.0,32.3,1644780383.0
-MvoYGLpc185GJndMK5D,7.01408,49.0,31.5,1644780393.0
-MvoYIn9idLMOM6evAIn,7.02775,44.0,30.9,1644780403.0
-MvoYLEKgo0vkZ-uptUY,6.77264,41.0,30.3,1644780413.0
-MvoYNfcwTzODmeKBoEx,6.83884,39.0,29.8,1644780423.0
-MvoYQ6tECEDcx6LbLBu,7.04145,38.0,29.6,1644780433.0
-MvoYSdNjOoqBbVMyFzU,6.65514,38.0,29.8,1644780443.0
-MvoYV-PvK0E6Y9CuW9v,6.97323,36.0,30.4,1644780453.0
-MvoYXRqzzKtYsnObhbr,6.94614,36.0,30.8,1644780463.0
-MvoYZtEF-sxIY1YAXxs,6.66809,35.0,31.0,1644780473.0
-MvoYbKDFqww8kLGKwVx,6.94614,34.0,31.2,1644780483.0
-MvoYdl_bTiVoaEkJjRG,7.00044,34.0,31.3,1644780493.0
-MvoYgGPNw6jgCXmjIXZ,6.82555,34.0,31.1,1644780503.0
-MvoYieWDR92AYqsuDsW,6.9057,41.0,34.1,1644780513.0
-MvoYl5Mn9SeO2tN4slp,7.00044,38.0,45.9,1644780523.0
-MvoYnXZq1deJ8oOtV2J,6.6035900000000005,29.0,55.3,1644780533.0
-MvoYpz5TXOLWYZepoid,6.94614,24.0,61.0,1644780543.0
-MvoYsQEo57UVYtKcN-t,6.91915,21.0,61.0,1644780553.0
-MvoYvC0oLajXMaRc_5-,4.15931,19.0,61.0,1644780563.0
-MvoYxItVX64jPH9wOIM,4.9479,17.0,61.0,1644780573.0
-MvoYzju6W2pREvdnrwh,5.28397,21.0,59.4,1644780583.0
-MvoZ1BD18STvyTyRn1q,5.74256,25.0,57.2,1644780593.0
-MvoZ3c_sU1BrJeZMOWf,4.70565,23.0,54.5,1644780603.0
-MvoZ63izUUnp-0YP9dX,4.71474,21.0,52.1,1644780613.0
-MvoZ8aZGtDh3HbpIyRj,4.6604600000000005,20.0,49.8,1644780623.0
-MvoZAxQz91x47kHuzzj,4.70565,19.0,47.8,1644780633.0
-MvoZDOTlqBXu2UJJ_3W,6.4765,18.0,45.9,1644780643.0
-MvoZFprjS0lpleUdjCe,6.12195,18.0,44.1,1644780653.0
-MvoZIH6wHm2no14T9L8,6.46394,19.0,42.6,1644780663.0
-MvoZKiE3NfJxkE6r-zy,6.07463,19.0,41.0,1644780673.0
-MvoZNDMw3D23Ip97Vip,6.37664,21.0,36.4,1644780683.0
-MvoZPas054lHqMMxRjY,8.23139,22.0,35.2,1644780692.0
-MvoZS2At5Tclh76jwbe,7.88483,23.0,34.1,1644780702.0
-MvoZUU96eCV_V1-hn5F,7.06892,23.0,33.0,1644780712.0
-MvoZWvRr7UWyL9vO-Gv,5.46063,24.0,34.9,1644780722.0
-MvoZZMgauYmfA5r0CW7,5.64332,24.0,33.9,1644780732.0
-MvoZany9v3KrF9E9_6F,5.83227,25.0,33.0,1644780742.0
-MvoZdY9hgqDzLRsiBFf,5.74256,27.0,32.1,1644780753.0
-MvoZfgXjQhn0ftBAvOr,6.09824,27.0,31.3,1644780763.0
-MvoZi7kgxZ1vNVIcbaG,5.86627,28.0,30.6,1644780773.0
-MvoZkZzaQt7J3N1hK0i,6.12195,30.0,29.9,1644780783.0
-MvoZn0I9aAuHQ5UIb85,6.14575,30.0,29.3,1644780793.0
-MvoZpSZCQCfEHPdWGW_,6.12195,31.0,28.8,1644780803.0
-MvoZrwXe0IXjI0E0737,5.91193,32.0,28.3,1644780813.0
-MvoZuL1rVyFkr3m8rDy,6.2298,33.0,27.8,1644780823.0
-MvoZwmK3e-zgnjbytW8,5.95796,34.0,27.3,1644780833.0
-MvoZzDiDbf2hyGE2_uN,4.51879,34.0,26.9,1644780843.0
-Mvo_0et3D594_JN6A_V,5.74256,36.0,26.5,1644780853.0
-Mvo_367zcP0g1IzvvqH,6.18163,37.0,26.1,1644780863.0
-Mvo_78OEY5gVxhY84Ep,6.4139100000000004,37.0,25.2,1644780880.0
-Mvo_7zeGiT_-yfUUAa3,6.52703,38.0,23.9,1644780883.0
-Mvo_ARAfZjckjZkjXbD,6.4765,38.0,23.6,1644780893.0
-Mvo_Cs98htXSAHRcg-F,6.8655,38.0,22.8,1644780903.0
-Mvo_FJRgSNj8auheSDy,6.83884,38.0,22.0,1644780913.0
-Mvo_HkfgXbt9rEJsDKn,6.8655,38.0,21.1,1644780923.0
-Mvo_KBxnScTpiiwnnSr,6.61644,39.0,20.4,1644780933.0
-Mvo_My_09YFW5-toQsq,6.5652,40.0,19.8,1644780943.0
-Mvo_P4W1DjBwjyhLF_s,6.55246,40.0,19.3,1644780953.0
-Mvo_RWy9sICvFPwI3ZA,6.94614,40.0,18.8,1644780963.0
-Mvo_TyE6Wzgozky_qyD,6.94614,40.0,18.4,1644780973.0
-Mvo_WPIvI0d3jyG5vLP,6.97323,41.0,18.0,1644780983.0
-Mvo_YqYd2-LkDkZqMfD,6.89228,41.0,17.6,1644780993.0
-Mvo_aMjYLp6djzrIuAB,6.59077,42.0,17.3,1644781003.0
-Mvo_cj4POSqdv5b6xq9,6.6035900000000005,42.0,16.9,1644781013.0
-Mvo_fAQzRr4XDQWTr32,6.94614,43.0,16.7,1644781023.0
-Mvo_hbgT5XLDZSPXYpX,6.98682,43.0,16.4,1644781033.0
-Mvo_k39pl2WdOoQ9n4k,6.89228,43.0,16.1,1644781043.0
-Mvo_mVTXohyJuL9syIl,6.94614,45.0,15.8,1644781053.0
-Mvo_p0oCNyZv5eGgHv9,6.5652,45.0,15.6,1644781063.0
-Mvo_rNxyWYApXG0R9Wm,6.81228,45.0,15.4,1644781073.0
-Mvo_tp4C5we1-6WxRpX,6.97323,45.0,15.2,1644781083.0
-Mvo_wGQtHINJjAbnRgT,6.97323,46.0,15.0,1644781093.0
-Mvo_yhSCDCaZ-6oMxcd,6.94614,46.0,14.8,1644781103.0
-Mvoa08n27v9y9gFRBP3,6.93263,46.0,14.7,1644781113.0
-Mvoa2vbsSeGXliY5-50,6.62931,46.0,14.5,1644781123.0
-Mvoa51H7w3JULGOZ8QZ,6.79904,46.0,14.4,1644781133.0
-Mvoa7TVBkQ7TU8iVzDz,6.94614,46.0,14.2,1644781143.0
-Mvoa9ukN3QqZiT4l959,6.94614,47.0,14.1,1644781153.0
-MvoaCM2-6ac1QBAognR,6.94614,47.0,14.1,1644781163.0
-MvoaEnGvyZWJb9wSel0,6.89228,47.0,13.9,1644781173.0
-MvoaHJVxNJJBnGj2aIA,6.55246,48.0,13.8,1644781183.0
-MvoaJfrY7CztxLo5n01,6.72016,48.0,13.7,1644781192.0
-MvoaM71ug5BP38dLtzA,6.9596800000000005,48.0,13.6,1644781202.0
-MvoaOZIDbXITBI227re,6.93263,49.0,13.5,1644781212.0
-MvoaR-dreds_kOgUEH_,6.9057,49.0,13.5,1644781222.0
-MvoaTRsKXuYhZw2-y5c,6.9057,49.0,13.4,1644781232.0
-MvoaVt5N_QnYeAxA8Be,6.9057,49.0,13.3,1644781242.0
-MvoaYQ0OHBQXLymuIJs,6.55246,49.0,13.2,1644781253.0
-Mvoa_lkEaVK3QYFrLaF,6.81228,50.0,13.1,1644781263.0
-MvoacCs0NA-_uMFLE1S,6.81228,50.0,13.0,1644781273.0
-Mvoaee7NvTroEaqybep,6.81228,50.0,13.0,1644781283.0
-Mvoah5cWgXr5I3pc8NY,6.85215,50.0,12.9,1644781293.0
-MvoajXfi5nFpg4CwLvU,6.81228,50.0,12.8,1644781303.0
-MvoamGCUz5Wnbjhg54b,6.52703,50.0,12.8,1644781313.0
-MvoaoQEx3VyEN4Hpvz1,6.85215,50.0,12.7,1644781323.0
-MvoaqrYIOKuxRKYcYpL,6.83884,50.0,12.6,1644781333.0
-MvoatIiZ_gno_i-zKI5,6.75948,51.0,12.6,1644781343.0
-Mvoavk1Cio9yUc8UxM4,6.81228,51.0,12.5,1644781353.0
-MvoayBFwoZfFrQbMRju,6.77264,51.0,12.5,1644781363.0
-Mvob-f27_T8cT0BpiIp,6.66809,51.0,12.4,1644781373.0
-Mvob23n0FS4WrWemyPy,6.74635,51.0,12.4,1644781383.0
-Mvob4W1_n_ORtibX5vn,6.72016,51.0,12.3,1644781393.0
-Mvob6xPRiLASaWseVu1,6.7071000000000005,51.0,12.3,1644781403.0
-Mvob9OfCkYFDLyvLhI6,6.73324,51.0,12.2,1644781413.0
-MvobBpoJB02PDi1Z-2_,6.72016,51.0,12.2,1644781423.0
-MvobEMkczhM7IVowYNT,6.50172,51.0,12.1,1644781433.0
-MvobGiQfUFF6XuicC31,6.66809,52.0,12.1,1644781443.0
-MvobJ9alyzDi8-GySKK,6.72016,52.0,12.0,1644781453.0
-MvobLawLNYfQJF6qiE7,6.62931,52.0,12.0,1644781463.0
-MvobO29OJKcn3ZgYYUy,6.72016,52.0,12.0,1644781473.0
-MvobQUXSep3ZDbdIf7f,6.66809,52.0,11.9,1644781483.0
-MvobTDJbIJn6QAjTuYs,6.43887,53.0,11.9,1644781493.0
-MvobVN3wrAbAjLih8po,6.69407,53.0,11.8,1644781503.0
-MvobXo9HXQ8fFcIgmTg,6.66809,53.0,11.8,1644781513.0
-Mvob_FYEb1U88mKAdnB,6.46394,53.0,11.8,1644781523.0
-Mvobbgk36Mot1KWhcmb,6.5779700000000005,53.0,11.8,1644781533.0
-Mvobe7zV5Ng7-SzaDAo,6.64222,53.0,11.8,1644781543.0
-MvobgbkE84L6cj0C0N8,6.45139,53.0,11.7,1644781553.0
-Mvobj0aLvRguVyRmYHj,6.5779700000000005,54.0,11.7,1644781563.0
-MvoblSnzxjXrew8YriW,6.5652,54.0,11.7,1644781573.0
-MvobnuBxiOoUZBvcT-8,6.5779700000000005,54.0,11.6,1644781583.0
-MvobqLIuNOz--prHse3,5.9349,54.0,11.6,1644781593.0
-MvobsmYvIB2GDJjxc7p,4.77888,55.0,11.6,1644781603.0
-MvobvJok0IyTdOpSm5T,4.48406,56.0,11.7,1644781614.0
-MvobxfBbDPNcQr3NEZi,4.6425,56.0,11.8,1644781623.0
-Mvoc-6NLRDIwCuZ-SdL,4.55379,57.0,11.8,1644781633.0
-Mvoc1YdLFeHfTgqv-K2,4.52752,57.0,11.8,1644781643.0
-Mvoc3ztPQYsXC8FkDOk,4.52752,57.0,11.7,1644781653.0
-Mvoc6R8x1muBWW7eqJ8,4.51879,59.0,11.8,1644781663.0
-Mvoc8sTqZ2yTFKD8a0N,4.51009,61.0,12.1,1644781673.0
-MvocBdUFjmOLsVrdyXm,4.34783,63.0,12.5,1644781683.0
-MvocDkuHfAOdWbffR5X,4.5014,64.0,12.9,1644781693.0
-MvocGCGgvRO2cZxafZt,4.5014,65.0,13.2,1644781703.0
-MvocIdfWpqG5sf040iE,4.95747,66.0,13.6,1644781713.0
-MvocL4iojwOv4gb6Rz4,4.38995,66.0,14.0,1644781723.0
-MvocNXOiqM5XQCt5yIc,4.39842,67.0,14.3,1644781733.0
-MvocQ2Cuj4E5DXHyL1O,4.11151,67.0,14.6,1644781743.0
-MvocSPaDYNQGn813ElJ,4.1915,67.0,15.0,1644781753.0
-MvocUr3kssSxp3cdp_v,4.22393,67.0,15.3,1644781763.0
-MvocXIIGTobyxHkKP_e,4.2158,67.0,15.7,1644781773.0
-MvocZjKFb1CaqM32en-,4.20768,66.0,16.1,1644781783.0
-MvocbAYr2hvvdXHwFSV,4.2813,65.0,16.4,1644781793.0
-Mvocdf8r5zJm9dgHIns,4.04863,65.0,16.7,1644781804.0
-Mvocg3A-YN8WNTbkbPt,4.24842,64.0,17.0,1644781813.0
-MvociVQNDuYo85AqoHI,4.22393,64.0,17.2,1644781823.0
-MvockwfFhgftZbVY3KT,4.2158,63.0,17.5,1644781833.0
-MvocnO6JJb_56kPD06k,4.27306,63.0,17.7,1644781843.0
-MvocppCct9eYADBcxW6,4.22393,62.0,17.9,1644781853.0
-MvocsGNw7dYkvQvND0Q,4.24024,61.0,18.1,1644781863.0
-Mvocv0Ch8qNxAhR0yBw,4.00211,60.0,18.2,1644781873.0
-Mvocx98OKNKNYubBCnj,4.25662,60.0,18.4,1644781883.0
-MvoczaBmHYU1x6L4Aq0,4.25662,59.0,18.6,1644781893.0
-Mvod11UxYepRfgFlJSJ,4.1915,59.0,18.7,1644781903.0
-Mvod3Tj8lICC7DGGONQ,4.22393,58.0,18.8,1644781913.0
-Mvod5uy44D7xn-UYFMm,4.2158,57.0,18.9,1644781923.0
-Mvod8TBao-iMu_fObHM,4.01756,56.0,19.0,1644781933.0
-MvodAna-RGDWEL7w5yw,4.17537,56.0,19.1,1644781943.0
-MvodDElV4qGOljvlU5t,4.1915,55.0,19.2,1644781953.0
-MvodFg3v-nmqkcGL6l5,4.19958,55.0,19.3,1644781963.0
-MvodI7HBmXiO8tKm-Ll,4.16733,55.0,19.3,1644781973.0
-MvodKZYRBhWdf-otxgq,4.13534,54.0,19.4,1644781983.0
-MvodN5HjgzsEr3u8aot,3.95613,54.0,19.5,1644781994.0
-MvodPS3sgheIE_HocTX,4.08781,54.0,19.5,1644782004.0
-MvodRtL2HPwbTiyBHSH,4.10359,53.0,19.6,1644782014.0
-MvodUKar9KfXV4YAoFP,4.08781,53.0,19.7,1644782024.0
-MvodWlrAzDmLt9-craH,4.08781,53.0,19.7,1644782034.0
-MvodZD9ueRhO9qOAeO7,4.11151,52.0,19.8,1644782044.0
-Mvodazuse4MMl4m22J9,4.07995,52.0,19.8,1644782054.0
-Mvodd5qwIiaZnm8vc-o,4.06426,52.0,19.9,1644782064.0
-MvodfXsXevbKthPf_Js,4.08781,52.0,19.9,1644782074.0
-MvodhzG-gh8Y-U1RiVh,4.00982,51.0,20.0,1644782084.0
-MvodkQT1VNP-_Gv_XuN,4.04863,51.0,20.0,1644782094.0
-MvodmrgdKYLzg-ZjmBg,3.91822,51.0,20.1,1644782104.0
-MvodpQ11kCcpM9N4YYn,3.7341100000000003,51.0,20.1,1644782114.0
-MvodrkKHLWLYYtSPJOP,3.86577,51.0,20.2,1644782124.0
-MvoduBUAkVmvMNSdrvw,3.85091,51.0,20.2,1644782134.0
-MvodwckPvJwN2Q7YEik,3.80668,51.0,20.3,1644782144.0
-Mvodz43Grv6aqi1Ztdw,3.81402,50.0,20.3,1644782154.0
-Mvoe0WIivWSaGodiIEX,3.81402,50.0,20.3,1644782164.0
-Mvoe32P35o6LJB7-AER,3.74851,50.0,20.3,1644782174.0
-Mvoe5Oy0UPh9QDppmh2,3.82873,50.0,20.4,1644782184.0
-Mvoe7q9Sdz71xBtVpIc,3.79936,50.0,20.4,1644782194.0
-MvoeAHJDu4P0GJawl5n,3.77022,50.0,20.3,1644782204.0
-MvoeCic0n1mXeqKusT1,3.81402,50.0,20.4,1644782214.0
-MvoeF9p94H7Au_ogiyv,4.4668,50.0,20.4,1644782224.0
-MvoeHto6xQHJE89aRWs,4.59794,50.0,20.4,1644782234.0
-MvoeK2RCTMgAEoUs62U,5.06396,50.0,20.4,1644782244.0
-MvoeMUc_UTw52MFzqTB,5.12302,50.0,20.5,1644782254.0
-MvoeOvw2Xqq9b8Fn5vf,5.19281,50.0,20.5,1644782264.0
-MvoeRNEpk6Gue3eoR-d,5.30445,50.0,20.5,1644782274.0
-MvoeToOSccXluiZDaUw,5.2942,50.0,20.5,1644782284.0
-MvoeWMmgZ2NcgC60fvg,5.0934,50.0,20.5,1644782294.0
-MvoeYh2RuEvD9XBODLM,5.30445,50.0,20.5,1644782304.0
-Mvoea8C7Qr6Ig_hESE2,5.33531,50.0,20.5,1644782314.0
-Mvoec_Uk2j5CUhdKtSv,5.31471,50.0,20.5,1644782324.0
-Mvoef0n-JYND4uPvYGb,5.40806,50.0,20.5,1644782334.0
-MvoehT0Q25A-C074xX4,5.36637,50.0,20.5,1644782344.0
